retweets,likes,Subjectivity,Polarity
0,1,0.3,-0.2
523,0,0.0,0.0
26,0,0.5,0.0
768,0,0.2,-0.1
46797,0,0.0,0.0
18,29,0.0,0.0
1,0,0.0,0.0
523,0,0.0,0.0
0,1,0.5,0.2
1,0,0.1,0.0
523,0,0.0,0.0
0,1,0.3,0.1
0,1,0.2,0.1
0,1,0.2,-0.1
2696,0,0.2,0.2
0,1,0.9,-0.1
179,0,0.0,0.0
0,1,0.0,0.0
10,0,0.0,0.0
46333,0,0.0,0.0
0,3,0.0,0.0
0,10,1.0,0.5
8,0,0.0,0.0
8,0,0.0,0.0
2696,0,0.2,0.2
2696,0,0.2,0.2
1,12,0.5,0.5
2,5,0.5,0.4
495,0,0.5,0.1
179,0,0.0,0.0
0,51,0.0,0.0
2696,0,0.2,0.2
0,17,0.0,0.0
107,0,1.0,0.8
11,0,0.0,0.0
3,0,0.2,0.2
0,4,0.0,0.0
0,1,0.6,0.5
0,12,0.5,0.4
0,1,0.0,0.0
0,3,0.2,0.1
46333,0,0.0,0.0
0,1,0.2,0.1
0,9,0.0,0.0
0,1,0.0,0.0
2,0,0.0,0.0
51,0,0.0,0.0
0,2,0.1,0.3
4,0,0.5,0.2
523,0,0.0,0.0
0,1,0.4,0.1
4,5,0.5,0.2
0,7,0.3,0.3
1,22,0.4,0.4
2,1,0.1,-0.0
26,0,0.5,0.0
147,0,0.0,0.0
0,6,0.0,0.0
3,0,0.3,0.6
0,4,0.2,0.1
7,0,0.4,-0.3
238,0,0.2,0.1
0,3,0.3,-0.2
238,0,0.2,0.1
0,5,0.5,0.3
523,0,0.0,0.0
0,2,0.3,0.3
0,1,0.8,-0.7
238,0,0.2,0.1
21,0,0.0,0.0
3,152,0.3,0.6
0,4,0.5,0.0
1,15,0.0,0.0
0,6,0.4,0.2
523,0,0.0,0.0
1,4,0.3,0.1
1,2,0.5,0.3
4,7,0.0,0.0
0,1,0.6,0.7
26,0,0.5,0.0
0,1,0.3,0.1
0,5,0.5,0.2
1,0,0.4,-0.1
1,4,0.5,-0.1
523,0,0.0,0.0
0,2,0.4,0.1
1,0,0.0,0.0
1,0,0.0,0.0
0,18,0.0,0.0
1,0,0.0,0.0
523,0,0.0,0.0
1,2,0.4,-0.1
0,2,0.5,0.6
1,0,0.1,0.0
3,0,0.5,0.5
0,7,0.5,0.5
26,36,0.2,0.0
0,4,0.0,0.0
0,1,0.1,0.0
0,2,0.0,0.0
307,0,0.0,0.0
0,1,1.0,0.0
523,0,0.0,0.0
523,0,0.0,0.0
2,13,0.0,0.0
768,0,0.2,-0.1
1,5,0.0,0.0
523,0,0.0,0.0
2,0,0.5,0.0
1,0,0.0,-0.1
0,1,0.0,0.0
0,3,0.0,0.0
0,1,0.5,0.5
0,1,0.4,0.1
0,2,0.5,0.1
2,1,0.4,0.1
2,8,0.7,0.0
523,0,0.0,0.0
46798,0,0.0,0.0
0,5,0.3,0.2
46798,0,0.0,0.0
3,0,0.4,0.4
46798,0,0.0,0.0
238,0,0.2,0.1
92,0,0.7,0.5
0,1,0.0,0.0
0,2,0.4,0.1
0,2,0.8,0.4
0,2,0.4,0.0
307,0,0.0,0.0
1,3,0.3,0.1
523,0,0.0,0.0
130,0,0.0,0.0
0,2,0.5,-0.3
54,0,0.0,0.0
4,3,0.5,0.1
238,0,0.2,0.1
1,1,0.0,0.0
9,0,0.3,0.1
523,0,0.0,0.0
34,0,0.2,0.0
0,1,0.3,1.0
0,1,0.4,0.1
6,0,0.1,0.0
4,0,0.3,0.2
46797,0,0.0,0.0
848,0,0.9,-0.6
37,0,0.5,0.2
0,1,0.5,0.0
306,0,0.0,0.0
1,4,0.6,0.2
523,0,0.0,0.0
46797,0,0.0,0.0
142,0,0.6,0.6
12,0,0.0,0.0
523,0,0.0,0.0
0,3,0.4,0.1
1,3,0.2,0.2
0,18,0.3,0.2
0,1,0.6,0.7
22,0,0.0,0.0
238,0,0.2,0.1
769,0,0.2,-0.1
238,0,0.2,0.1
848,0,0.9,-0.6
238,0,0.2,0.1
0,3,0.7,-0.7
1,0,0.0,0.0
1,176,0.0,0.0
0,2,0.2,0.1
142,0,0.6,0.6
523,0,0.0,0.0
523,0,0.0,0.0
0,2,0.3,0.1
1,2,0.5,0.4
0,1,0.0,0.0
416,0,0.0,0.0
46797,0,0.0,0.0
8,0,0.1,0.0
21,0,0.0,0.0
0,3,0.0,0.0
848,0,0.9,-0.6
523,0,0.0,0.0
0,1,0.4,-0.1
0,1,0.6,0.1
0,2,0.7,0.7
0,3,0.3,-0.0
0,2,0.0,0.0
0,26,0.6,0.4
238,0,0.2,0.1
523,0,0.0,0.0
8,10,0.6,0.2
46799,0,0.0,0.0
12,0,0.0,0.0
0,1,0.5,0.1
34,0,0.2,0.0
0,1,0.5,0.5
3,0,0.5,0.5
1,6,0.5,0.2
9,0,0.3,0.1
0,3,0.1,-0.0
46799,0,0.0,0.0
0,2,0.5,0.5
523,0,0.0,0.0
0,9,0.0,0.0
3,0,0.3,0.2
0,1,0.4,0.2
0,1,0.0,0.0
1,0,0.0,0.0
0,3,0.3,0.2
523,0,0.0,0.0
523,0,0.0,0.0
2,0,0.0,0.0
848,0,0.9,-0.6
769,0,0.2,-0.1
2,12,0.6,0.3
19,0,0.0,0.0
4,0,0.1,-0.0
2,2,0.5,0.4
46799,0,0.0,0.0
523,0,0.0,0.0
12,0,0.0,0.0
523,0,0.0,0.0
0,2,0.3,0.2
0,1,0.0,0.0
2,5,0.0,0.0
523,0,0.0,0.0
147,0,0.0,0.0
12,0,0.0,0.0
15,0,0.2,0.1
12,0,0.0,0.0
0,2,0.3,0.2
523,0,0.0,0.0
0,9,0.0,0.0
0,2,0.6,-0.0
8,0,0.0,0.0
0,40,0.3,0.3
0,1,0.2,0.0
306,0,0.0,0.0
12,0,0.0,0.0
0,1,0.5,-0.1
2,2,0.4,0.4
0,8,0.6,-0.0
46799,0,0.0,0.0
523,0,0.0,0.0
0,1,0.1,0.1
523,0,0.0,0.0
306,0,0.0,0.0
46799,0,0.0,0.0
230,0,0.6,0.4
7,0,0.0,0.0
0,2,0.5,0.3
0,2,0.0,0.0
523,0,0.0,0.0
416,0,0.0,0.0
0,1,0.4,0.1
523,0,0.0,0.0
0,7,0.0,0.0
0,11,0.4,-0.1
46799,0,0.0,0.0
523,0,0.0,0.0
4,0,0.5,-0.3
1,16,0.5,-0.5
0,2,0.4,-0.0
0,1,0.7,0.4
1,1,0.3,0.1
4,10,0.3,-0.2
46799,0,0.0,0.0
23,0,0.0,0.0
0,1,0.0,0.0
0,1,0.4,0.2
523,0,0.0,0.0
523,0,0.0,0.0
46799,0,0.0,0.0
0,2,0.0,0.0
523,0,0.0,0.0
416,0,0.0,0.0
21,0,0.0,0.0
523,0,0.0,0.0
142,0,0.6,0.6
0,1,0.0,0.0
23,0,0.0,0.0
0,1,0.2,-0.2
0,1,0.6,-0.3
46799,0,0.0,0.0
523,0,0.0,0.0
0,1,0.4,0.5
523,0,0.0,0.0
142,0,0.6,0.6
238,0,0.2,0.1
416,0,0.0,0.0
523,0,0.0,0.0
307,0,0.0,0.0
0,3,0.7,0.3
46799,0,0.0,0.0
416,0,0.0,0.0
2,0,0.0,0.0
523,0,0.0,0.0
0,4,0.5,-0.3
523,0,0.0,0.0
131,0,0.0,0.0
238,0,0.2,0.1
11,19,0.4,-0.1
0,1,0.0,0.0
523,0,0.0,0.0
0,1,0.0,0.0
0,4,0.2,0.2
22,0,0.0,0.0
523,0,0.0,0.0
1,1,0.1,-0.1
46799,0,0.0,0.0
238,0,0.2,0.1
8,0,0.0,0.0
0,3,0.1,-0.0
142,0,0.6,0.6
1,0,0.0,0.0
1,4,0.0,0.0
46799,0,0.0,0.0
307,0,0.0,0.0
523,0,0.0,0.0
147,0,0.0,0.0
0,3,0.0,0.0
142,0,0.6,0.6
21,0,0.0,0.0
46799,0,0.0,0.0
10,93,0.4,0.1
238,0,0.2,0.1
21,0,0.0,0.0
16,0,0.4,0.4
16,0,0.4,0.4
0,2,0.3,0.1
16,39,0.4,0.4
0,1,0.7,-0.4
523,0,0.0,0.0
3,0,0.3,0.2
143,0,0.6,0.6
306,0,0.0,0.0
1,0,0.0,0.0
2,26,0.0,0.0
0,1,0.4,0.3
0,4,0.2,-0.0
143,0,0.6,0.6
147,0,0.0,0.0
19,0,0.0,0.0
0,1,0.4,-0.1
15,0,0.3,0.3
767,0,0.2,-0.1
6,0,0.4,-0.2
46792,0,0.0,0.0
0,4,0.3,0.2
46792,0,0.0,0.0
1,2,0.0,0.0
5,10,0.1,-0.0
2,29,0.3,0.3
0,1,0.5,0.5
131,0,0.0,0.0
0,3,0.0,0.0
416,0,0.0,0.0
202,0,0.0,0.0
3,39,0.4,0.3
0,1,0.0,0.0
0,1,0.0,0.0
523,0,0.0,0.0
2,0,0.5,0.0
7,3,0.1,-0.0
2,0,0.0,0.0
523,0,0.0,0.0
0,3,0.6,-0.2
0,1,0.0,0.0
3,0,0.4,0.4
0,8,0.3,0.2
33,0,0.0,0.0
1,0,1.0,0.5
54,0,0.0,0.0
0,2,0.5,-0.3
143,0,0.6,0.6
4,0,0.0,0.0
46792,0,0.0,0.0
0,3,0.7,0.0
0,1,0.6,0.5
3,14,0.5,0.5
143,0,0.6,0.6
523,0,0.0,0.0
523,0,0.0,0.0
21,0,0.0,0.0
0,11,0.0,0.0
34,0,0.2,0.0
523,0,0.0,0.0
143,0,0.6,0.6
25,0,0.2,0.2
1,1,0.3,0.0
46792,0,0.0,0.0
2,0,0.2,0.2
143,0,0.6,0.6
1,1,0.0,0.0
523,0,0.0,0.0
143,0,0.6,0.6
306,0,0.0,0.0
54,0,0.0,0.0
0,1,0.0,0.0
0,1,0.6,0.9
8,0,0.0,0.0
43,0,0.0,0.0
1,1,0.1,0.0
0,1,0.8,0.5
0,1,0.0,0.0
0,2,0.4,0.1
3,0,0.4,0.4
0,2,0.6,0.4
143,0,0.6,0.6
0,1,0.0,0.0
0,6,0.6,0.0
0,1,0.6,0.3
523,0,0.0,0.0
147,0,0.0,0.0
33,0,0.0,0.0
1,0,0.0,0.0
306,0,0.0,0.0
0,1,0.4,0.1
523,0,0.0,0.0
0,1,0.5,0.1
46792,0,0.0,0.0
416,0,0.0,0.0
0,1,0.4,0.0
147,0,0.0,0.0
0,1,0.3,0.1
523,0,0.0,0.0
2,0,1.0,1.0
0,4,0.0,0.0
143,0,0.6,0.6
143,0,0.6,0.6
2,6,0.8,0.7
202,0,0.0,0.0
0,3,1.0,0.0
523,0,0.0,0.0
143,0,0.6,0.6
0,1,0.0,0.0
0,2,0.0,0.0
0,2,0.0,0.0
0,2,0.7,-0.0
0,1,0.0,0.0
0,4,0.1,0.1
21,0,0.0,0.0
0,1,0.4,0.4
1,7,0.4,0.2
143,0,0.6,0.6
0,1,1.0,0.0
0,1,0.2,0.1
0,1,0.3,-0.1
416,0,0.0,0.0
8,0,0.0,0.0
23,0,0.0,0.0
523,0,0.0,0.0
0,1,0.2,0.0
143,0,0.6,0.6
10,15,0.7,0.4
0,1,0.4,-0.0
0,4,0.3,0.2
0,2,0.6,0.7
0,2,0.7,0.6
41,0,0.0,0.0
143,0,0.6,0.6
147,0,0.0,0.0
0,4,0.3,0.2
0,2,1.0,0.8
94,0,0.3,0.2
46791,0,0.0,0.0
0,3,0.4,0.0
9,0,0.3,0.1
143,0,0.6,0.6
130,0,0.8,0.4
0,11,0.0,0.0
134,0,0.0,0.0
0,5,0.0,0.0
0,2,0.5,0.0
7,0,0.0,0.0
767,0,0.2,-0.1
16,0,0.6,0.4
0,1,0.2,-0.1
179,0,0.0,0.0
1,0,0.3,0.2
4,69,0.3,0.1
2,0,0.3,0.0
3,0,0.0,0.0
2,0,0.2,-0.0
1,0,0.3,0.2
0,1,0.5,0.0
1,42,0.4,0.2
3,0,0.5,0.4
0,2,0.5,0.4
0,1,0.4,0.3
2699,0,0.2,0.2
2699,0,0.2,0.2
496,0,0.5,0.1
46336,0,0.0,0.0
0,1,0.4,-0.0
0,1,0.0,0.0
0,56,0.0,0.0
0,2,0.4,0.4
1,0,0.9,-0.2
2,0,0.2,-0.0
1,6,0.4,0.5
1,4,0.9,-0.1
2699,0,0.2,0.2
0,1,0.0,0.0
1,0,0.1,0.0
128,0,0.0,0.0
4,0,0.0,0.0
0,1,0.5,0.5
2699,0,0.2,0.2
128,0,0.0,0.0
0,2,0.4,0.1
0,1,0.2,0.2
2699,0,0.2,0.2
1,5,0.0,0.0
197,0,0.2,0.1
9,0,1.0,0.8
0,3,0.2,0.0
1,2,0.3,0.2
0,1,0.3,0.3
0,6,0.6,0.4
143,0,0.6,0.6
143,0,0.6,0.6
33,0,0.0,0.0
1,68,1.0,0.0
7,0,0.0,0.0
9,0,0.2,0.2
148,0,0.0,0.0
848,0,0.9,-0.6
523,0,0.0,0.0
0,4,0.0,0.0
143,0,0.6,0.6
0,1,0.2,-0.2
0,2,0.4,-0.1
143,0,0.6,0.6
0,4,0.5,0.6
46792,0,0.0,0.0
0,8,0.3,0.3
143,0,0.6,0.6
0,1,0.0,0.0
143,0,0.6,0.6
523,0,0.0,0.0
4,0,0.1,-0.0
94,0,0.3,0.2
4,1,0.2,-0.1
0,1,0.0,0.0
9,124,0.5,0.2
0,1,0.6,0.1
134,0,0.0,0.0
848,0,0.9,-0.6
0,1,0.5,0.4
46792,0,0.0,0.0
66,0,0.0,0.0
130,0,0.8,0.4
28,0,0.3,0.2
143,0,0.6,0.6
0,3,0.5,-0.0
0,1,0.6,0.1
0,1,0.4,0.0
848,0,0.9,-0.6
1,0,0.0,0.0
523,0,0.0,0.0
148,0,0.0,0.0
1,11,0.0,0.0
523,0,0.0,0.0
6,0,0.5,-0.1
848,0,0.9,-0.6
416,0,0.0,0.0
46792,0,0.0,0.0
143,0,0.6,0.6
0,5,0.6,-0.0
49,0,0.3,0.2
1,38,0.0,0.0
523,0,0.0,0.0
1,0,0.6,0.1
0,1,0.3,0.2
1,16,0.4,0.1
0,1,0.5,0.5
0,2,0.0,0.0
49,0,0.3,0.2
12,0,0.2,0.3
522,0,0.0,0.0
0,8,0.0,0.0
522,0,0.0,0.0
0,4,0.8,0.0
143,0,0.6,0.6
8,0,0.0,0.0
0,5,0.6,0.1
143,0,0.6,0.6
0,2,0.6,0.0
22,0,0.0,0.0
5,0,0.1,0.0
19,0,0.0,0.0
1,0,0.2,-0.1
46789,0,0.0,0.0
130,0,0.8,0.4
0,102,0.6,0.3
522,0,0.0,0.0
3,0,0.7,0.4
522,0,0.0,0.0
143,0,0.6,0.6
0,1,0.6,0.3
143,0,0.6,0.6
0,1,0.4,0.1
0,1,0.5,0.1
143,0,0.6,0.6
1,1,0.4,0.1
21,0,0.0,0.0
848,0,0.9,-0.6
17,0,0.3,0.0
0,18,0.0,0.0
143,473,0.6,0.6
1,13,0.4,-0.0
6,0,0.4,-0.2
5,0,0.0,0.0
12,0,0.2,0.3
34,0,0.2,0.0
12,0,0.2,0.3
522,0,0.0,0.0
9,0,0.0,0.0
2,0,0.0,0.0
3,0,0.2,0.0
2,0,0.0,0.0
4,12,0.0,0.0
767,0,0.2,-0.1
1,8,0.5,0.1
23,0,0.0,0.0
0,1,0.1,-0.1
23,0,0.0,0.0
522,0,0.0,0.0
0,5,0.2,0.0
133,0,0.5,0.1
0,1,0.0,0.0
0,2,0.6,-0.2
0,2,0.2,0.1
0,2,0.4,-0.2
202,0,0.0,0.0
8,0,0.0,0.0
522,0,0.0,0.0
23,0,0.0,0.0
0,1,0.4,-0.0
522,0,0.0,0.0
416,0,0.0,0.0
522,0,0.0,0.0
130,0,0.8,0.4
0,1,0.3,-0.1
0,3,0.0,0.0
767,0,0.2,-0.1
848,0,0.9,-0.6
0,1,0.6,0.1
2,2,0.0,0.0
0,5,0.2,-0.0
0,3,0.0,0.0
23,0,0.0,0.0
43,0,0.0,0.0
306,0,0.0,0.0
5,235,0.0,0.0
25,0,0.2,0.2
201,0,0.0,0.0
522,0,0.0,0.0
0,1,0.6,0.0
522,0,0.0,0.0
23,0,0.0,0.0
5,130,0.6,-0.8
0,4,0.4,0.4
416,0,0.0,0.0
0,1,0.5,0.4
416,0,0.0,0.0
1,0,0.0,0.0
201,0,0.0,0.0
0,1,0.5,0.2
159,0,0.2,-0.0
23,0,0.0,0.0
3,0,0.1,0.0
12,0,0.0,0.0
1,7,0.0,0.0
1,1,0.5,0.5
23,0,0.0,0.0
12,419,0.2,0.3
2,0,0.0,0.0
0,7,0.3,0.0
522,0,0.0,0.0
522,0,0.0,0.0
131,0,0.0,0.0
3,0,0.3,0.2
23,0,0.0,0.0
0,1,0.1,0.0
0,7,0.8,-0.6
416,0,0.0,0.0
3,0,0.7,0.1
1,3,0.4,-0.3
0,5,0.5,0.4
8,0,0.0,0.0
3,0,0.7,0.1
0,1,0.8,0.4
23,0,0.0,0.0
3,0,0.0,0.0
0,18,0.5,-0.2
14,0,1.0,0.3
0,1,0.4,0.1
522,0,0.0,0.0
0,3,0.0,0.0
8,0,0.0,0.0
0,2,0.5,0.2
131,0,0.0,0.0
46795,0,0.0,0.0
522,0,0.0,0.0
2,0,0.4,-0.0
22,0,0.0,0.0
0,2,0.5,0.5
0,1,0.5,-0.5
848,0,0.9,-0.6
23,0,0.0,0.0
0,1,0.6,-0.4
0,1,0.0,0.0
11,0,0.5,0.5
416,0,0.0,0.0
33,0,0.0,0.0
10,0,0.5,0.0
3,15,0.4,0.3
23,0,0.0,0.0
0,1,0.4,0.1
23,0,0.0,0.0
0,1,0.5,0.3
23,0,0.0,0.0
23,0,0.0,0.0
23,0,0.0,0.0
0,2,0.0,0.0
0,19,0.0,0.0
416,0,0.0,0.0
0,1,0.0,0.0
0,1,1.0,0.5
522,0,0.0,0.0
306,0,0.0,0.0
23,98,0.0,0.0
416,0,0.0,0.0
0,7,0.2,0.2
0,8,0.5,0.1
12,183,0.0,0.0
0,9,0.9,1.0
46795,0,0.0,0.0
0,1,0.5,0.4
522,0,0.0,0.0
0,37,0.5,0.2
2,0,0.4,0.4
0,1,0.0,0.0
0,1,0.0,0.0
67,0,0.1,0.0
0,1,0.5,-0.1
0,1,0.3,0.2
3,0,0.9,0.4
522,0,0.0,0.0
848,0,0.9,-0.6
848,0,0.9,-0.6
522,0,0.0,0.0
33,0,0.0,0.0
3,70,0.5,0.2
3,11,0.7,0.1
0,1,0.3,0.3
522,0,0.0,0.0
0,1,0.0,0.0
848,0,0.9,-0.6
46794,0,0.0,0.0
41,0,0.0,0.0
0,1,0.5,-0.1
305,0,0.0,0.0
0,3,0.0,0.0
19,0,0.0,0.0
0,1,0.0,0.0
54,0,0.0,0.0
2,1,0.0,0.0
0,1,0.4,-0.2
522,0,0.0,0.0
92,0,0.7,0.5
0,1,0.6,0.3
21,0,0.0,0.0
46794,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
201,0,0.0,0.0
848,0,0.9,-0.6
0,16,0.1,0.0
77,0,0.4,0.2
0,1,0.0,0.1
8,0,0.0,0.0
1,1,0.0,0.0
3,7,0.1,0.1
130,0,0.8,0.4
28,0,0.3,0.2
767,0,0.2,-0.1
0,1,1.0,-0.5
6,0,0.4,-0.2
522,0,0.0,0.0
0,7,0.7,0.6
305,0,0.0,0.0
848,0,0.9,-0.6
0,1,0.5,0.2
0,1,0.7,0.3
8,16,0.2,0.1
522,0,0.0,0.0
46794,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
25,0,0.2,0.2
0,2,0.4,0.1
848,0,0.9,-0.6
0,34,0.5,-0.2
848,0,0.9,-0.6
0,1,0.2,0.1
21,0,0.2,0.0
0,3,0.6,0.1
0,1,0.1,0.0
77,0,0.4,0.2
0,7,0.9,-0.6
1,22,0.3,0.2
305,0,0.0,0.0
0,8,0.0,0.0
148,0,0.0,0.0
3,2,0.4,0.3
15,0,0.1,0.0
522,0,0.0,0.0
522,0,0.0,0.0
130,0,0.3,0.2
1,0,0.7,0.1
522,0,0.0,0.0
0,3,0.6,0.4
2,0,0.0,0.0
33,0,0.0,0.0
0,1,0.4,0.1
4,11,0.2,-0.1
0,1,0.3,0.0
19,0,0.0,0.0
0,4,0.0,0.0
768,0,0.2,-0.1
0,1,0.9,-0.6
522,0,0.0,0.0
0,1,0.2,0.2
1,0,1.0,1.0
0,1,0.1,0.0
0,1,0.2,0.2
46793,0,0.0,0.0
417,0,0.0,0.0
230,0,0.6,0.4
0,1,0.9,-0.2
522,0,0.0,0.0
0,2,0.4,0.3
0,3,0.5,-0.3
848,0,0.9,-0.6
0,1,1.0,0.2
522,0,0.0,0.0
768,0,0.2,-0.1
9,0,0.2,0.2
522,0,0.0,0.0
0,1,0.3,0.1
522,0,0.0,0.0
33,0,0.0,0.0
522,0,0.0,0.0
417,0,0.0,0.0
0,1,0.2,0.1
46793,0,0.0,0.0
43,0,0.0,0.0
1,0,0.6,0.9
201,0,0.0,0.0
201,0,0.0,0.0
22,0,0.0,0.0
0,2,0.2,0.1
46793,0,0.0,0.0
0,4,0.5,0.3
1,6,0.6,0.9
148,0,0.0,0.0
848,0,0.9,-0.6
134,0,0.0,0.0
43,0,0.0,0.0
305,0,0.0,0.0
1,0,0.0,0.0
46787,0,0.0,0.0
22,0,0.0,0.0
2,7,0.2,0.2
522,0,0.0,0.0
52,0,0.5,-0.1
0,1,0.3,-0.0
0,5,0.4,0.3
201,0,0.0,0.0
3,12,0.0,0.0
522,0,0.0,0.0
848,0,0.9,-0.6
0,4,0.0,0.0
230,0,0.6,0.4
417,0,0.0,0.0
9,0,0.2,0.2
522,0,0.0,0.0
2,5,0.5,0.0
0,1,0.2,0.1
6,0,0.4,-0.2
0,1,0.5,0.0
0,1,0.3,0.2
2,0,0.5,0.5
46787,0,0.0,0.0
522,0,0.0,0.0
19,0,0.0,0.0
2,5,0.1,0.0
1,2,0.0,0.0
522,0,0.0,0.0
0,1,0.6,0.2
305,0,0.0,0.0
522,0,0.0,0.0
131,0,0.0,0.0
22,10,0.0,0.0
46786,0,0.0,0.0
0,62,0.3,0.2
1,0,0.8,0.2
522,0,0.0,0.0
18,0,0.1,0.0
417,0,0.0,0.0
28,0,0.3,0.2
522,0,0.0,0.0
46786,0,0.0,0.0
0,10,0.0,0.0
0,6,0.4,0.1
34,0,0.2,0.0
522,0,0.0,0.0
417,0,0.0,0.0
1,2,0.2,-0.1
131,0,0.0,0.0
522,0,0.0,0.0
417,0,0.0,0.0
0,1,0.2,-0.2
0,32,0.0,0.0
1,0,0.1,0.0
41,0,0.0,0.0
522,0,0.0,0.0
0,2,0.1,0.0
21,0,0.0,0.0
0,1,0.4,0.8
148,0,0.0,0.0
148,0,0.0,0.0
230,0,0.6,0.4
25,0,0.2,0.2
417,0,0.0,0.0
130,0,0.8,0.4
522,0,0.0,0.0
848,0,0.9,-0.6
522,0,0.0,0.0
848,0,0.9,-0.6
0,2,0.5,0.3
0,1,0.0,0.0
23,0,0.0,0.0
1,0,0.2,-0.1
0,3,0.4,0.0
0,1,0.2,-0.1
0,1,0.8,0.4
1,2,0.0,0.0
23,0,0.0,0.0
1,0,0.0,0.0
25,0,0.2,0.2
25,0,0.2,0.2
4,4,0.7,-0.3
0,1,0.6,0.1
0,57,0.3,0.2
0,3,0.3,0.2
1,0,0.4,0.2
0,2,0.7,0.3
522,0,0.0,0.0
768,0,0.2,-0.1
848,0,0.9,-0.6
768,0,0.2,-0.1
848,0,0.9,-0.6
124,0,0.0,0.0
0,2,0.3,-0.0
522,0,0.0,0.0
1,4,0.4,0.1
305,0,0.0,0.0
0,4,0.0,0.0
0,2,0.0,0.0
522,0,0.0,0.0
0,1,0.0,0.0
848,0,0.9,-0.6
0,20,0.0,0.0
10,0,0.5,0.0
522,0,0.0,0.0
1,2,0.0,0.0
21,0,0.0,0.0
0,1,0.2,0.1
305,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
202,0,0.0,0.0
46787,0,0.0,0.0
21,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
1,24,0.0,0.0
522,0,0.0,0.0
768,0,0.2,-0.1
0,1,0.5,0.5
522,0,0.0,0.0
9,0,0.2,0.2
1,50,0.5,0.0
202,0,0.0,0.0
522,0,0.0,0.0
848,0,0.9,-0.6
522,0,0.0,0.0
17,0,0.3,0.0
848,0,0.9,-0.6
15,0,0.1,0.0
522,0,0.0,0.0
21,0,0.0,0.0
10,0,0.5,0.0
848,0,0.9,-0.6
9,0,0.2,0.2
522,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
522,0,0.0,0.0
848,0,0.9,-0.6
0,4,0.2,0.2
0,13,0.3,0.1
148,0,0.0,0.0
1,2,0.5,-0.3
522,0,0.0,0.0
3,0,0.1,0.0
1,2,0.4,0.8
768,0,0.2,-0.1
131,0,0.0,0.0
37,0,0.5,0.2
522,0,0.0,0.0
41,0,0.0,0.0
202,0,0.0,0.0
202,0,0.0,0.0
521,0,0.0,0.0
34,0,0.2,0.0
9,22,0.2,0.2
21,0,0.0,0.0
25,0,0.2,0.2
131,0,0.0,0.0
9,0,0.0,0.0
0,1,0.0,0.0
521,0,0.0,0.0
521,0,0.0,0.0
568,0,0.0,0.0
768,0,0.2,-0.1
1,0,0.0,0.0
0,2,0.0,0.0
521,0,0.0,0.0
22,0,0.0,0.0
521,0,0.0,0.0
521,0,0.0,0.0
1,0,0.0,0.0
37,0,0.5,0.2
0,1,0.5,0.1
0,1,0.0,0.0
0,1,0.0,0.0
134,0,0.0,0.0
521,0,0.0,0.0
33,0,0.0,0.0
521,0,0.0,0.0
0,1,0.0,0.0
93,0,0.0,0.0
1,1,0.7,-0.3
521,0,0.0,0.0
1,9,0.3,0.2
0,1,0.0,-0.0
305,0,0.0,0.0
2,35,0.2,-0.0
0,6,0.4,0.1
499,0,0.5,0.1
1,0,0.3,0.2
7,0,0.0,0.0
499,0,0.5,0.1
3,35,0.0,0.0
0,2,0.0,0.0
183,0,0.0,0.0
2707,0,0.2,0.2
142,0,0.0,0.0
63,0,0.2,0.2
119,0,0.8,0.4
183,0,0.0,0.0
0,1,0.3,0.2
7,0,0.0,0.0
46343,0,0.0,0.0
0,6,1.0,0.8
1,0,0.0,0.0
46343,0,0.0,0.0
183,0,0.0,0.0
112,0,0.0,0.0
1,13,0.0,0.0
499,0,0.5,0.1
46343,0,0.0,0.0
2707,0,0.2,0.2
499,0,0.5,0.1
4,0,0.0,0.0
0,2,0.0,0.0
2,0,0.2,0.1
183,0,0.0,0.0
183,0,0.0,0.0
294,0,0.0,0.0
5,0,0.6,-0.8
0,3,0.2,0.0
499,0,0.5,0.1
142,0,0.0,0.0
197,0,0.2,0.1
0,1,0.4,-0.1
23,0,0.0,0.0
3,0,0.1,0.0
72,0,0.7,-0.0
5,0,0.0,0.0
183,0,0.0,0.0
1,0,0.5,0.5
197,0,0.2,0.1
0,2,0.4,-0.1
46343,0,0.0,0.0
0,3,0.4,0.2
183,0,0.0,0.0
1,1,0.2,0.0
7,0,0.0,0.0
125,0,0.0,0.0
87,0,0.0,0.0
3,0,0.1,0.0
521,0,0.0,0.0
521,0,0.0,0.0
521,0,0.0,0.0
0,6,0.4,0.3
46792,0,0.0,0.0
521,0,0.0,0.0
33,0,0.0,0.0
0,1,0.0,0.0
848,0,0.9,-0.6
4,0,0.6,0.0
521,0,0.0,0.0
0,1,0.6,0.3
521,0,0.0,0.0
19,0,0.0,0.0
19,0,0.0,0.0
34,0,0.2,0.0
0,3,0.0,0.0
521,0,0.0,0.0
7,0,0.0,0.0
0,1,0.6,-0.2
37,0,0.5,0.2
0,2,0.3,0.2
521,0,0.0,0.0
148,0,0.0,0.0
128,0,0.0,0.0
521,0,0.0,0.0
0,1,0.0,0.0
159,0,0.2,-0.0
