retweets,likes,Subjectivity,Polarity
2,0,0.0,0.0
856,0,0.0,0.0
356,0,0.5,0.5
2605,0,0.0,0.0
371,0,0.0,0.0
6,0,0.0,0.0
2564,0,0.0,0.0
225,0,0.0,0.0
356,0,0.5,0.5
900,0,1.0,1.0
90,0,0.1,0.0
1008,0,0.0,0.0
222,0,0.0,0.0
900,0,1.0,1.0
2,0,0.0,0.0
213,0,0.5,-0.2
0,1,0.6,0.0
856,0,0.0,0.0
1504,0,0.4,-0.1
146,0,0.4,-0.1
2,3,0.3,-0.2
83,0,0.0,0.0
2,0,0.0,0.0
2564,0,0.0,0.0
370,0,0.0,0.0
1,0,0.3,0.0
8,0,0.0,0.0
623,0,0.4,0.0
10,0,0.3,0.1
356,0,0.5,0.5
9,0,0.5,0.1
2564,0,0.0,0.0
3016,0,0.4,-0.1
1504,0,0.4,-0.1
4,23,0.5,0.5
0,1,0.0,0.0
1504,0,0.4,-0.1
1,0,0.0,0.0
41,0,0.5,0.5
7,0,0.0,0.0
900,0,1.0,1.0
1,0,0.0,0.0
34,0,0.0,0.0
1,0,0.2,0.2
2,0,0.0,0.0
356,0,0.5,0.5
0,1,0.0,0.0
856,0,0.0,0.0
63,0,0.0,0.0
59,0,0.0,0.0
18,0,0.6,0.2
29,0,0.3,-0.1
170,0,0.3,0.2
0,1,0.4,0.4
73,0,0.5,-0.1
900,0,1.0,1.0
2605,0,0.0,0.0
128,0,0.0,0.0
1504,0,0.4,-0.1
355,0,0.0,0.0
18,0,0.6,0.2
68,0,0.2,0.2
83,0,0.0,0.0
99,0,0.0,0.0
1,1,0.0,0.0
3,3,0.4,0.1
3,0,0.9,0.5
65,0,0.1,0.0
371,0,0.0,0.0
7,0,0.0,0.0
23,0,0.0,0.0
2,0,0.6,0.5
2564,0,0.0,0.0
30,0,1.0,0.0
1504,0,0.4,-0.1
2564,0,0.0,0.0
0,1,1.0,0.6
1,0,0.0,0.0
371,0,0.0,0.0
45,0,0.1,-0.2
900,0,1.0,1.0
387,0,0.0,0.0
25,0,0.2,-0.1
1504,0,0.4,-0.1
900,0,1.0,1.0
2564,0,0.0,0.0
128,0,0.0,0.0
900,0,1.0,1.0
1504,0,0.4,-0.1
623,0,0.4,0.0
55,0,0.0,0.0
213,0,0.5,-0.2
114,0,0.6,-0.0
9,0,0.0,0.0
343,0,0.0,0.0
0,3,0.0,0.0
7,0,0.0,0.0
11,0,0.0,0.0
813,0,0.4,-0.1
356,0,0.5,0.5
55,0,0.0,0.0
3,0,0.0,0.0
3,6,0.4,0.1
356,0,0.5,0.5
900,0,1.0,1.0
371,0,0.0,0.0
5,0,0.3,0.2
3016,0,0.4,-0.1
329,0,0.2,-0.1
14,0,0.0,0.0
16,37,0.0,0.0
371,0,0.0,0.0
3016,0,0.4,-0.1
24,0,0.2,-0.1
1504,0,0.4,-0.1
1504,0,0.4,-0.1
243,0,0.0,0.0
83,0,0.0,0.0
3016,0,0.4,-0.1
18,0,0.6,0.2
1504,0,0.4,-0.1
3016,0,0.4,-0.1
12,0,0.0,0.0
3,0,0.0,0.0
18,0,0.0,0.0
74,0,0.0,0.0
55,0,0.0,0.0
0,1,0.0,0.0
437,0,0.0,0.0
0,1,0.0,0.0
63,0,0.0,0.0
0,19,0.4,-0.3
95,0,0.0,0.0
371,0,0.0,0.0
31,0,0.4,-0.2
2564,0,0.0,0.0
7,0,1.0,0.0
349,0,0.0,0.0
2564,0,0.0,0.0
146,0,0.0,0.0
1,0,0.0,0.0
0,1,0.2,-0.1
114,0,0.6,-0.0
329,0,0.2,-0.1
10,41,0.0,0.0
1,8,0.0,0.0
856,0,0.0,0.0
400,0,0.0,0.0
6,0,0.0,0.0
25,0,0.4,-0.1
441,0,0.1,0.0
43,0,0.0,0.0
128,0,0.0,0.0
856,0,0.0,0.0
128,0,0.0,0.0
136,0,0.2,-0.1
385,0,0.0,0.0
63,0,0.0,0.0
813,0,0.4,-0.1
13,0,0.0,0.0
95,0,0.0,0.0
83,0,0.0,0.0
2605,0,0.0,0.0
67,0,0.0,0.0
64,0,0.3,0.2
2,1,0.0,0.0
1,1,0.0,0.0
2,0,0.3,0.0
371,0,0.0,0.0
1503,0,0.4,-0.1
0,1,0.8,0.6
99,0,0.0,0.0
2605,0,0.0,0.0
277,0,0.1,0.0
1503,0,0.4,-0.1
3016,0,0.4,-0.1
0,1,0.2,0.2
1,0,0.3,0.0
1,0,1.0,0.0
314,0,0.4,-0.1
7,0,0.0,0.0
2,0,0.2,0.0
26,0,0.0,0.0
2,0,0.6,-0.1
2,0,0.2,-0.0
4,0,0.2,0.2
2564,0,0.0,0.0
3,0,0.0,0.0
12,0,0.1,0.0
437,0,0.0,0.0
102,0,0.4,0.1
10,0,0.0,0.0
55,0,0.0,0.0
83,137,0.3,0.1
224,0,0.0,0.0
3,0,0.2,0.2
0,18,0.4,0.2
329,0,0.2,-0.1
1503,0,0.4,-0.1
31,0,0.0,0.0
356,0,0.5,0.5
211,0,0.1,0.0
385,0,0.0,0.0
2564,0,0.0,0.0
371,0,0.0,0.0
1503,0,0.4,-0.1
14,0,0.0,0.0
114,0,0.6,-0.0
128,0,0.0,0.0
28,0,0.0,0.0
111,0,0.0,0.0
63,0,0.0,0.0
371,0,0.0,0.0
128,0,0.0,0.0
898,0,1.0,1.0
18,0,0.0,0.0
813,0,0.4,-0.1
356,0,0.5,0.5
20,0,0.0,0.0
28,0,0.0,0.0
256,0,0.0,0.0
2605,0,0.0,0.0
99,0,0.0,0.0
314,0,0.4,-0.1
856,0,0.0,0.0
5,5,0.0,0.0
1,0,0.0,0.0
1,1,0.0,0.0
898,0,1.0,1.0
79,0,0.0,0.0
5,0,0.0,0.0
2564,0,0.0,0.0
400,0,0.0,0.0
7,26,0.0,0.0
0,1,0.0,0.0
364,0,0.0,0.0
0,3,0.4,0.0
314,0,0.4,-0.1
55,0,0.0,0.0
6,14,0.0,0.0
813,0,0.4,-0.1
128,0,0.0,0.0
1,2,0.0,0.0
195,0,0.0,0.0
3016,0,0.4,-0.1
177,0,0.0,0.0
0,2,0.4,0.4
2605,0,0.0,0.0
35,0,0.0,0.0
6,0,0.3,0.1
13,0,0.0,0.0
11,19,0.0,0.0
12,0,0.0,0.0
28,0,0.0,0.0
18,0,0.6,0.2
55,0,0.0,0.0
2564,0,0.0,0.0
44,0,0.0,0.0
22,0,0.0,0.0
4,0,0.0,0.0
1503,0,0.4,-0.1
856,0,0.0,0.0
856,0,0.0,0.0
3016,0,0.4,-0.1
1,0,0.2,-0.1
314,0,0.4,-0.1
898,0,1.0,1.0
2605,0,0.0,0.0
2605,0,0.0,0.0
343,0,0.9,-0.6
1503,0,0.4,-0.1
2,75,0.0,0.0
2564,0,0.0,0.0
2564,0,0.0,0.0
95,0,0.0,0.0
54,0,0.0,0.0
35,0,0.0,0.0
356,0,0.5,0.5
3,4,0.0,0.0
183,0,0.0,0.0
371,0,0.0,0.0
0,2,0.4,0.1
92,0,0.0,0.0
25,0,0.4,-0.1
13,0,0.0,0.0
256,0,0.0,0.0
371,0,0.0,0.0
1,2,0.1,-0.1
90,0,0.1,0.0
128,0,0.0,0.0
1503,0,0.4,-0.1
222,0,0.0,0.0
164,0,0.3,0.1
0,2,0.0,0.0
8,0,0.0,0.0
898,0,1.0,1.0
898,0,1.0,1.0
294,0,0.0,0.0
349,0,0.0,0.0
2605,0,0.0,0.0
22,0,0.0,0.0
0,2,0.0,0.0
99,0,0.0,0.0
12,33,0.2,-0.1
3016,0,0.4,-0.1
6,15,0.2,0.1
46,0,0.0,0.0
256,0,0.0,0.0
2605,0,0.0,0.0
8,0,0.0,0.0
94,0,0.0,0.0
243,0,0.0,0.0
195,0,0.0,0.0
19,0,0.0,0.0
102,0,0.4,0.1
364,0,0.0,0.0
2605,0,0.0,0.0
14,0,0.0,0.0
214,0,0.0,0.0
2605,0,0.0,0.0
898,0,1.0,1.0
349,0,0.0,0.0
0,1,0.0,0.0
1503,0,0.4,-0.1
28,0,0.0,0.0
1503,0,0.4,-0.1
356,0,0.5,0.5
18,0,0.0,0.0
3016,0,0.4,-0.1
97,0,0.0,0.0
0,6,0.5,0.2
83,105,0.6,0.2
4,0,0.5,0.1
8,12,0.0,0.0
3,4,0.1,0.0
856,0,0.0,0.0
0,2,0.4,0.2
343,0,0.0,0.0
1503,0,0.4,-0.1
3016,0,0.4,-0.1
356,0,0.5,0.5
14,0,0.0,0.0
43,0,0.0,0.0
25,0,0.2,-0.1
35,0,0.0,0.0
53,0,0.0,0.0
356,0,0.5,0.5
277,0,0.1,0.0
9,0,0.5,0.1
400,0,0.0,0.0
1,0,0.9,-0.2
155,0,0.0,0.0
2605,0,0.0,0.0
898,0,1.0,1.0
1503,0,0.4,-0.1
356,0,0.5,0.5
14,0,0.0,0.0
437,0,0.0,0.0
7,0,0.0,0.0
95,0,0.0,0.0
898,0,1.0,1.0
3016,0,0.4,-0.1
0,2,0.4,0.2
2564,0,0.0,0.0
95,0,0.0,0.0
898,0,1.0,1.0
1008,0,0.0,0.0
356,0,0.5,0.5
0,1,0.0,0.0
2605,0,0.0,0.0
6,0,0.0,0.0
898,0,1.0,1.0
20,0,0.0,0.0
114,0,0.6,-0.0
2564,0,0.0,0.0
31,0,0.4,-0.2
623,0,0.4,0.0
3016,0,0.4,-0.1
349,0,0.0,0.0
329,0,0.2,-0.1
623,0,0.4,0.0
0,2,0.0,0.0
111,0,0.0,0.0
1504,0,0.4,-0.1
114,0,0.6,-0.0
3016,0,0.4,-0.1
356,0,0.5,0.5
418,0,0.0,0.0
94,0,0.0,0.0
6,15,0.3,0.1
1504,0,0.4,-0.1
371,0,0.0,0.0
401,0,0.0,0.0
1504,0,0.4,-0.1
6,0,0.0,0.0
1,0,0.0,0.0
1504,0,0.4,-0.1
853,0,0.0,0.0
102,0,0.4,0.1
9,0,0.0,0.0
364,0,0.0,0.0
0,1,0.0,0.0
371,0,0.0,0.0
853,0,0.0,0.0
2564,0,0.0,0.0
224,0,0.0,0.0
329,0,0.2,-0.1
10,0,0.1,-0.1
76,0,0.0,0.0
53,0,0.6,0.2
2,0,0.5,0.3
97,0,0.0,0.0
2564,0,0.0,0.0
224,0,0.0,0.0
1504,0,0.4,-0.1
371,0,0.0,0.0
0,1,1.0,0.5
13,0,0.0,0.0
2604,0,0.0,0.0
31,0,0.4,-0.2
25,0,0.4,-0.1
853,0,0.0,0.0
102,0,0.4,0.1
898,0,1.0,1.0
853,0,0.0,0.0
349,0,0.0,0.0
87,0,0.0,0.0
1504,0,0.4,-0.1
1504,0,0.4,-0.1
55,0,0.0,0.0
2564,0,0.0,0.0
0,1,0.2,0.2
329,0,0.2,-0.1
2564,0,0.0,0.0
14,30,0.0,0.0
31,0,0.4,-0.2
2,8,0.4,0.1
0,1,0.0,0.0
40,0,0.0,0.0
1504,0,0.4,-0.1
102,0,0.4,0.1
2,0,0.9,0.0
4,6,0.0,0.0
3,6,0.0,0.0
21,0,0.0,0.0
29,0,0.0,0.0
25,0,0.4,-0.1
6,0,0.0,0.0
0,1,0.4,0.4
211,0,0.1,0.0
6,0,0.0,0.0
1,1,0.3,0.1
364,0,0.0,0.0
364,0,0.0,0.0
2604,0,0.0,0.0
898,0,1.0,1.0
46,0,0.0,0.0
356,0,0.5,0.5
277,0,0.1,0.0
9,0,0.0,0.0
29,0,0.0,0.0
441,0,0.1,0.0
6,7,0.0,0.0
343,0,0.9,-0.6
356,0,0.5,0.5
2,0,0.5,0.3
371,0,0.0,0.0
7,0,0.0,0.0
17,0,0.0,0.0
102,0,0.4,0.1
385,0,0.0,0.0
2564,0,0.0,0.0
1504,0,0.4,-0.1
623,0,0.4,0.0
302,0,0.0,0.0
24,0,0.2,-0.1
3,0,0.0,0.0
63,0,0.0,0.0
2564,0,0.0,0.0
213,0,0.5,-0.2
94,0,0.0,0.0
95,0,0.0,0.0
0,3,0.4,0.3
0,1,0.0,0.0
371,0,0.0,0.0
1504,0,0.4,-0.1
356,0,0.5,0.5
68,105,0.5,-0.0
87,0,0.0,0.0
102,0,0.4,0.1
3016,0,0.4,-0.1
3,0,0.5,-0.2
356,0,0.5,0.5
65,0,0.0,0.0
3016,0,0.4,-0.1
26,0,0.0,0.0
623,0,0.4,0.0
55,0,0.0,0.0
349,0,0.0,0.0
812,0,0.4,-0.1
87,0,0.0,0.0
2604,0,0.0,0.0
302,0,0.0,0.0
356,0,0.5,0.5
1504,0,0.4,-0.1
128,0,0.0,0.0
74,0,0.0,0.0
102,0,0.4,0.1
2,2,0.0,0.0
14,0,0.1,0.0
2604,0,0.0,0.0
10,0,0.1,-0.1
364,0,0.0,0.0
2564,0,0.0,0.0
3,4,0.4,0.1
329,0,0.2,-0.1
898,0,1.0,1.0
812,0,0.4,-0.1
87,0,0.0,0.0
898,0,1.0,1.0
9,0,0.0,0.0
31,43,0.4,-0.2
128,0,0.0,0.0
87,0,0.0,0.0
214,0,0.0,0.0
102,0,0.4,0.1
0,1,0.0,0.0
65,0,0.0,0.0
16,0,0.0,0.0
441,0,0.1,0.0
211,0,0.1,0.0
128,0,0.0,0.0
3,2,0.7,0.1
2,0,0.0,0.0
418,0,0.0,0.0
1504,0,0.4,-0.1
1,97,0.3,0.2
95,0,0.0,0.0
195,0,0.0,0.0
812,0,0.4,-0.1
343,0,0.0,0.0
898,0,1.0,1.0
1504,0,0.4,-0.1
812,0,0.4,-0.1
9,0,0.0,0.0
3016,0,0.4,-0.1
1504,0,0.4,-0.1
1,2,0.8,0.6
853,0,0.0,0.0
1,0,0.2,0.1
355,0,0.0,0.0
2564,0,0.0,0.0
302,0,0.0,0.0
1008,0,0.0,0.0
2564,0,0.0,0.0
99,0,0.0,0.0
2604,0,0.0,0.0
13,0,0.0,0.0
853,0,0.0,0.0
65,0,0.0,0.0
45,0,0.1,-0.2
371,0,0.0,0.0
79,0,0.0,0.0
211,0,0.1,0.0
95,193,0.0,0.0
29,0,0.3,-0.1
2,0,0.0,0.0
3,3,0.7,0.2
12,0,0.3,-0.2
14,0,0.1,0.0
853,0,0.0,0.0
2604,0,0.0,0.0
2,0,0.0,0.0
1504,0,0.4,-0.1
314,0,0.4,-0.1
2,2,0.5,0.3
133,0,0.0,0.0
329,0,0.2,-0.1
3,0,0.0,0.0
2564,0,0.0,0.0
2,0,0.1,0.0
35,0,0.0,-0.1
329,0,0.2,-0.1
2,0,0.0,0.0
18,0,0.0,0.0
898,0,1.0,1.0
898,0,1.0,1.0
5,0,0.5,0.5
1504,0,0.4,-0.1
898,0,1.0,1.0
3,0,0.3,0.2
371,0,0.0,0.0
99,0,0.0,0.0
59,0,0.0,0.0
2564,0,0.0,0.0
364,0,0.0,0.0
0,1,0.6,0.4
2564,0,0.0,0.0
1,0,0.0,0.0
898,0,1.0,1.0
1504,0,0.4,-0.1
222,0,0.0,0.0
2564,0,0.0,0.0
853,0,0.0,0.0
2,0,0.0,0.0
1,0,0.0,0.0
2,0,0.7,-0.4
329,0,0.2,-0.1
2,0,0.0,0.0
403,0,0.0,0.0
314,0,0.4,-0.1
2602,0,0.0,0.0
1,0,0.3,-0.2
18,24,0.0,0.0
898,0,1.0,1.0
898,0,1.0,1.0
1504,0,0.4,-0.1
343,0,0.0,0.0
35,0,0.0,0.0
343,0,0.9,-0.6
87,0,0.0,0.0
2292,0,0.3,-0.2
5,0,0.0,0.0
128,0,0.0,0.0
114,0,0.6,-0.0
356,0,0.5,0.5
0,2,0.0,0.0
222,0,0.0,0.0
853,0,0.0,0.0
4,0,0.0,0.0
2602,0,0.0,0.0
1504,0,0.4,-0.1
73,0,0.5,-0.1
2602,0,0.0,0.0
26,0,0.5,0.5
76,0,0.0,0.0
222,0,0.0,0.0
3017,0,0.4,-0.1
11,0,0.0,0.0
2564,0,0.0,0.0
1504,0,0.4,-0.1
2,0,0.0,0.0
329,0,0.2,-0.1
2,0,0.0,0.0
370,0,0.0,0.0
898,0,1.0,1.0
247,0,0.3,-0.2
2564,0,0.0,0.0
222,0,0.0,0.0
1504,0,0.4,-0.1
13,0,0.0,0.0
41,0,0.5,0.5
75,0,0.0,0.0
28,0,0.0,0.0
31,0,0.0,0.0
65,0,0.4,0.0
0,5,0.8,0.2
2602,0,0.0,0.0
419,0,0.0,0.0
355,0,0.0,0.0
2,4,0.0,0.0
124,0,0.0,0.0
2564,0,0.0,0.0
0,1,0.5,0.4
1504,0,0.4,-0.1
132,0,0.4,-0.2
2,1,0.0,0.0
2,0,0.0,0.0
853,0,0.0,0.0
1008,0,0.0,0.0
2602,0,0.0,0.0
1504,0,0.4,-0.1
74,0,0.0,0.0
329,0,0.2,-0.1
35,0,0.0,0.0
356,0,0.5,0.5
898,0,1.0,1.0
0,1,0.0,0.0
55,0,0.0,0.0
3017,0,0.4,-0.1
6,0,0.0,0.0
898,0,1.0,1.0
3,11,0.5,0.1
2564,0,0.0,0.0
1,4,0.3,0.0
371,0,0.0,0.0
2564,0,0.0,0.0
898,0,1.0,1.0
356,0,0.5,0.5
13,0,0.0,0.0
2564,0,0.0,0.0
111,0,0.0,0.0
26,0,0.0,0.0
371,0,0.0,0.0
1008,0,0.0,0.0
329,0,0.2,-0.1
371,0,0.0,0.0
2564,0,0.0,0.0
898,0,1.0,1.0
128,0,0.0,0.0
1504,0,0.4,-0.1
356,0,0.5,0.5
1504,0,0.4,-0.1
2,0,0.0,0.0
1504,0,0.4,-0.1
25,0,0.2,-0.1
2564,0,0.0,0.0
3017,0,0.4,-0.1
2564,0,0.0,0.0
898,0,1.0,1.0
55,0,0.0,0.0
114,0,0.6,-0.0
2,0,0.0,0.0
1,3,0.7,-0.3
2,0,0.3,0.0
2564,0,0.0,0.0
2564,0,0.0,0.0
356,0,0.5,0.5
2564,0,0.0,0.0
1504,0,0.4,-0.1
898,0,1.0,1.0
1,1,0.5,0.0
1504,0,0.4,-0.1
853,0,0.0,0.0
898,0,1.0,1.0
26,0,0.0,0.0
3017,0,0.4,-0.1
3,0,0.5,0.4
0,1,0.0,0.0
1504,0,0.4,-0.1
853,0,0.0,0.0
2564,0,0.0,0.0
243,0,0.0,0.0
0,3,0.6,-0.2
2,2,0.2,-0.0
371,0,0.0,0.0
0,1,0.6,0.5
1008,0,0.0,0.0
7,0,1.0,0.0
26,0,0.0,0.0
34,0,0.3,0.0
356,0,0.5,0.5
7,0,0.0,0.0
55,0,0.0,0.0
1,9,0.8,0.5
45,0,1.0,0.0
853,0,0.0,0.0
853,0,0.0,0.0
356,0,0.5,0.5
0,2,0.8,0.2
3017,0,0.4,-0.1
2564,0,0.0,0.0
1504,0,0.4,-0.1
4,2,0.0,0.0
2564,0,0.0,0.0
25,0,0.4,-0.1
135,0,0.0,0.0
2,34,0.0,0.0
3,8,0.0,0.0
349,0,0.0,0.0
146,0,0.0,0.0
2,0,0.0,0.0
3017,0,0.4,-0.1
1504,0,0.4,-0.1
55,0,0.0,0.0
2564,0,0.0,0.0
1,0,0.0,0.0
1,0,0.0,0.0
26,0,0.0,0.0
87,0,0.0,0.0
133,0,0.0,0.0
8,0,0.0,0.0
8,0,0.0,0.0
0,1,0.5,0.0
4,0,0.0,0.0
356,0,0.5,0.5
2564,0,0.0,0.0
247,0,0.3,-0.2
8,0,0.0,0.0
2602,0,0.0,0.0
45,0,0.1,-0.2
1,2,0.4,-0.1
6,15,0.0,0.0
128,0,0.0,0.0
87,0,0.0,0.0
329,0,0.2,-0.1
29,0,0.0,0.0
222,0,0.0,0.0
364,0,0.0,0.0
2602,0,0.0,0.0
853,0,0.0,0.0
55,0,0.0,0.0
3,0,0.5,0.4
898,0,1.0,1.0
898,0,1.0,1.0
78,0,0.0,0.0
39,0,0.0,0.0
173,0,0.0,0.0
4,11,0.2,0.2
0,1,0.0,-0.1
5,0,0.0,0.0
2,0,0.0,0.0
720,0,0.4,-0.1
2,0,0.0,0.0
29,0,0.0,0.0
151,0,0.0,0.0
20,0,0.0,0.0
20,0,0.0,0.0
9,0,0.0,0.0
6,0,0.0,0.0
173,0,0.0,0.0
29,0,0.0,0.0
20,0,0.0,0.0
3,0,0.0,0.0
4,0,0.5,0.5
20,122,1.0,0.6
7,0,0.8,0.1
382,0,0.2,0.1
2,7,0.2,-0.1
3,0,0.0,0.0
1,0,1.0,0.5
20,0,0.0,0.0
10,0,0.8,0.3
36,0,1.0,0.0
720,0,0.4,-0.1
0,1,0.0,0.0
1,1,0.4,-0.3
5,0,0.0,0.0
0,3,0.6,0.8
392,0,0.0,0.0
5,0,0.0,0.0
1343,0,0.4,-0.1
720,0,0.4,-0.1
48,0,0.0,0.0
9,34,0.0,0.0
20,0,0.0,0.0
20,0,0.0,0.0
28,0,0.3,-0.2
10,0,0.8,0.3
2555,0,0.0,0.0
1,0,0.5,0.5
3,7,0.0,0.0
41,0,0.0,0.0
2,0,0.0,0.0
392,0,0.0,0.0
10,0,0.5,0.5
180,0,0.2,0.0
78,0,0.0,0.0
37,0,0.0,0.0
90,0,0.2,-0.1
290,0,0.0,0.0
0,1,0.3,-0.3
1,2,0.2,0.2
392,0,0.0,0.0
2541,0,0.0,0.0
10,0,0.8,0.3
29,0,0.0,0.0
55,0,0.6,-0.0
16,0,0.4,-0.2
137,0,0.2,-0.1
0,3,0.5,0.5
37,0,0.0,0.0
355,0,0.0,0.0
290,0,0.0,0.0
2,2,0.4,-0.2
290,0,0.0,0.0
0,1,0.5,0.0
27,0,0.4,0.1
1343,0,0.4,-0.1
10,0,0.8,0.3
19,0,0.3,-0.1
290,0,0.0,0.0
0,1,0.0,0.0
3,4,0.1,0.0
40,0,0.0,0.0
172,0,0.0,0.0
10,0,0.8,0.3
242,0,0.0,0.0
10,0,0.8,0.3
392,0,0.0,0.0
319,0,0.0,0.0
95,0,0.4,0.0
2,0,0.0,0.0
339,0,0.0,0.0
3,0,0.0,0.0
1343,0,0.4,-0.1
10,15,0.6,0.2
293,0,0.1,0.0
36,0,0.8,0.4
211,0,0.0,0.0
173,0,0.0,0.0
0,2,0.0,0.0
3,0,0.0,0.0
9,48,0.0,0.0
349,0,0.0,0.0
13,0,0.0,0.0
853,0,0.0,0.0
1,4,1.0,0.0
1008,0,0.0,0.0
17,0,0.0,0.0
155,0,0.0,0.0
196,0,0.0,0.0
1506,0,0.4,-0.1
22,0,0.0,0.0
356,0,0.5,0.5
5,0,0.0,0.0
898,0,1.0,1.0
2563,0,0.0,0.0
7,0,0.4,-0.1
10,0,0.0,0.0
898,0,1.0,1.0
2,0,0.0,0.0
2563,0,0.0,0.0
50,0,0.3,-0.2
2563,0,0.0,0.0
1,2,0.4,-0.1
2563,0,0.0,0.0
436,0,0.0,0.0
54,0,0.0,0.0
853,0,0.0,0.0
7,0,0.6,0.4
102,0,0.4,0.1
4,0,0.0,0.0
2,0,0.0,0.0
898,0,1.0,1.0
898,0,1.0,1.0
33,0,0.0,0.0
13,0,0.0,0.0
26,0,0.0,0.0
25,0,0.4,-0.1
1,0,0.0,0.0
5,0,0.0,0.0
195,0,0.0,0.0
2601,0,0.0,0.0
87,0,0.0,0.0
0,2,0.0,0.0
15,0,0.0,0.0
2,5,0.0,0.0
128,0,0.0,0.0
55,0,0.0,0.0
0,1,0.0,0.0
2,1,0.0,0.0
1,0,0.0,0.0
196,0,0.0,0.0
2,0,0.2,0.2
2,0,0.4,-0.1
898,0,1.0,1.0
247,0,0.3,-0.2
853,0,0.0,0.0
87,0,0.0,0.0
314,0,0.4,-0.1
1008,0,0.0,0.0
371,0,0.0,0.0
114,0,0.6,-0.0
98,0,0.0,0.0
8,0,0.3,0.0
0,1,0.7,0.0
2,4,0.3,0.0
3017,0,0.4,-0.1
0,2,0.0,0.0
2563,0,0.0,0.0
0,1,0.4,0.2
2601,0,0.0,0.0
28,0,0.0,0.0
364,0,0.0,0.0
355,0,0.0,0.0
224,0,0.0,0.0
2563,0,0.0,0.0
2563,0,0.0,0.0
1506,0,0.4,-0.1
90,0,0.1,0.0
898,0,1.0,1.0
0,8,0.5,0.0
1506,0,0.4,-0.1
87,0,0.0,0.0
2563,0,0.0,0.0
622,0,0.4,0.0
1008,0,0.0,0.0
898,0,1.0,1.0
0,3,0.7,0.3
898,0,1.0,1.0
1506,0,0.4,-0.1
0,1,0.0,0.0
114,0,0.6,-0.0
2563,0,0.0,0.0
12,0,0.0,0.0
3017,0,0.4,-0.1
898,0,1.0,1.0
371,0,0.0,0.0
1506,0,0.4,-0.1
1506,0,0.4,-0.1
3017,0,0.4,-0.1
94,0,0.0,0.0
14,0,0.1,0.0
3,0,0.0,0.0
329,0,0.2,-0.1
811,0,0.4,-0.1
3,8,0.5,-0.2
441,0,0.1,0.0
52,0,0.0,0.0
898,0,1.0,1.0
1506,0,0.4,-0.1
0,2,0.5,0.5
314,0,0.4,-0.1
25,0,0.4,-0.1
370,0,0.0,0.0
2563,0,0.0,0.0
90,0,0.1,0.0
2,0,0.2,0.2
1506,0,0.4,-0.1
422,0,0.0,0.0
3017,0,0.4,-0.1
356,0,0.5,0.5
74,0,0.0,0.0
0,1,0.0,0.0
2601,0,0.0,0.0
193,0,0.0,0.0
329,0,0.2,-0.1
1506,0,0.4,-0.1
146,0,0.4,0.3
164,0,0.3,0.1
2563,0,0.0,0.0
8,10,0.3,-0.2
0,1,0.0,0.0
13,0,0.0,0.0
8,0,0.3,0.0
99,0,0.0,0.0
30,0,0.0,0.0
2563,0,0.0,0.0
853,0,0.0,0.0
34,0,0.0,0.0
2563,0,0.0,0.0
5,0,0.0,0.0
55,0,0.0,0.0
55,0,0.0,0.0
343,0,0.0,0.0
87,0,0.0,0.0
1506,0,0.4,-0.1
0,1,0.5,0.0
26,0,0.0,0.0
2601,0,0.0,0.0
2,0,0.0,0.0
26,0,0.0,0.0
2563,0,0.0,0.0
2563,0,0.0,0.0
29,0,0.0,0.0
5,0,0.0,0.0
9,0,0.0,0.0
370,0,0.0,0.0
33,0,0.0,0.0
1506,0,0.4,-0.1
1506,0,0.4,-0.1
329,0,0.2,-0.1
87,0,0.0,0.0
329,0,0.2,-0.1
55,0,0.0,0.0
5,0,0.0,0.0
30,0,0.0,0.0
4,0,0.0,0.0
9,0,0.0,0.0
17,0,0.0,0.0
0,1,0.1,0.0
1,1,0.0,0.0
34,0,0.0,0.0
1,0,0.0,0.0
3017,0,0.4,-0.1
2601,0,0.0,0.0
10,0,0.0,0.0
1008,0,0.0,0.0
5,0,0.0,0.0
20,71,0.4,0.2
2563,0,0.0,0.0
8,0,0.0,0.0
1,2,0.5,-0.0
356,0,0.5,0.5
128,0,0.0,0.0
222,0,0.0,0.0
211,0,0.1,0.0
15,0,0.0,0.0
43,0,0.4,0.4
314,0,0.4,-0.1
441,0,0.1,0.0
177,0,0.5,-0.2
355,0,0.0,0.0
314,0,0.4,-0.1
1506,0,0.4,-0.1
1506,0,0.4,-0.1
195,0,0.0,0.0
2601,0,0.0,0.0
2601,0,0.0,0.0
314,0,0.4,-0.1
87,0,0.0,0.0
1,0,0.1,0.0
13,0,0.0,0.0
0,1,0.0,0.0
89,0,0.0,0.0
55,0,0.0,0.0
21,0,0.0,0.0
40,0,0.0,0.0
898,0,1.0,1.0
1506,0,0.4,-0.1
1008,0,0.0,0.0
356,0,0.5,0.5
2601,0,0.0,0.0
30,0,0.0,0.0
98,0,0.0,0.0
898,0,1.0,1.0
25,0,0.4,-0.1
26,0,0.0,0.0
898,0,1.0,1.0
419,0,0.0,0.0
26,0,0.0,0.0
146,0,0.0,0.0
364,0,0.0,0.0
2601,0,0.0,0.0
136,0,0.2,-0.1
5,0,1.0,0.0
12,0,0.0,0.0
87,0,0.0,0.0
222,0,0.0,0.0
354,0,0.0,0.0
0,1,0.0,0.0
2601,0,0.0,0.0
3016,0,0.4,-0.1
46,0,0.0,0.0
102,0,0.4,0.1
386,0,0.0,0.0
55,0,0.0,0.0
